DoP,Word
0.011179184907998468,self
0.009041178532703956,way
0.008890356347983467,globalization
0.008653932382745942,perspective
0.007575757575757576,empathy
0.007443278629719307,idea
0.006752349972688957,life
0.006734006734006734,positive_change
0.006365103822730941,value
0.006128679857493416,freedom
0.005892255892255892,at_least
0.005892255892255892,compassion
0.005390874034941831,behavior
0.005286929015742575,challenge
0.005050505050505051,communication
0.005050505050505051,situation
0.005050505050505051,force
0.005050505050505051,particle
0.004681602139229258,information
0.0044451781739917335,mistake
0.0044451781739917335,good
0.004312699227953465,person
0.004312699227953465,ability
0.004208754208754209,institute
0.004208754208754209,fact
0.0038398512974784165,day
0.0038398512974784165,culture
0.003367003367003367,security
0.003367003367003367,pleasure
0.003367003367003367,meaning
0.003367003367003367,nervous_system
0.003367003367003367,paradigm
0.003367003367003367,lesson
0.0029981004557275742,mean
0.0029981004557275742,threat
0.0029981004557275742,moment
0.00276167649049005,story
0.00276167649049005,balance
0.002629197544451782,inequality
0.0025252525252525255,slow_down
0.0025252525252525255,courage
0.0025252525252525255,decision
0.0025252525252525255,emotion
0.0025252525252525255,action
0.0025252525252525255,perspective_taking
0.0025252525252525255,component
0.0025252525252525255,history
0.0025252525252525255,distinction
0.0025252525252525255,step
0.0025252525252525255,climate
0.0025252525252525255,manager
0.0025252525252525255,extent
0.0025252525252525255,rather_than
0.0024967185984135134,crisis
0.0023927735792142572,expert
0.0023927735792142572,family
0.0021563496139767324,specie
0.0021563496139767324,support
0.0021563496139767324,potential
0.002023870667938465,impact
0.0019199256487392082,living
0.0019199256487392082,folk
0.0019199256487392082,care
0.0019199256487392082,activity
0.0019199256487392082,pattern
0.0019199256487392082,source
0.0019199256487392082,capacity
0.0017874467027009398,partner
0.0017874467027009398,issue
0.0016835016835016834,background
0.0016835016835016834,travel
0.0016835016835016834,humility
0.0016835016835016834,necessary_willingness
0.0016835016835016834,fabric
0.0016835016835016834,scale
0.0016835016835016834,human
0.0016835016835016834,openness
0.0016835016835016834,prediction
0.0016835016835016834,hope
0.0016835016835016834,policy
0.0016835016835016834,political_polarization
0.0016835016835016834,money
0.0016835016835016834,narrative
0.0016835016835016834,century
0.0016835016835016834,socially_dependent
0.0016835016835016834,focus
0.0016835016835016834,man
0.0016835016835016834,wealth
0.0016835016835016834,somebody_else
0.0016835016835016834,entity
0.0016835016835016834,st_century
0.0016835016835016834,joy
0.0016835016835016834,age
0.0016835016835016834,affect
0.0016835016835016834,key
0.0016835016835016834,centeredness
0.0016835016835016834,kin
0.0016835016835016834,flexibility
0.0016835016835016834,liberal
0.0016835016835016834,government_official
0.0016835016835016834,reflective_component
0.0016835016835016834,information_technology
0.0016835016835016834,ignorance
0.0016835016835016834,deriving_pleasure
0.0016835016835016834,end_up
0.0016835016835016834,matter
0.0016835016835016834,empathic_resonance
0.0016835016835016834,universe
0.0016835016835016834,petty_ideologie
0.0016835016835016834,mindset
0.0016835016835016834,difficulty
0.001654967756662672,place
0.0015510227374634152,wellbeing
0.001314598772225891,conversation
0.001314598772225891,connection
0.001314598772225891,order
0.001314598772225891,benefit
0.001314598772225891,death
0.0011821198261876228,uncertainty
0.0011821198261876228,example
0.0010781748069883662,realization
0.0010781748069883662,knowledge
0.0010781748069883662,eye_contact
0.0010781748069883662,belief
0.0010781748069883662,type
0.0010781748069883662,skill
0.0010781748069883662,tendency
0.0010781748069883662,importance
0.0010781748069883662,thousand
0.0010781748069883662,humanity
0.0010781748069883662,doubt
0.0010781748069883662,mind
0.0010781748069883662,understanding
0.0010781748069883662,set
0.0010781748069883662,domain
0.0010781748069883662,authority
0.0010781748069883662,tribe
0.0010781748069883662,use
0.0008417508417508417,far_away
0.0008417508417508417,degree
0.0008417508417508417,playing_relaxing
0.0008417508417508417,politician
0.0008417508417508417,deficit
0.0008417508417508417,deciding_whether
0.0008417508417508417,goodwill
0.0008417508417508417,post_covid
0.0008417508417508417,rarely_ever
0.0008417508417508417,public
0.0008417508417508417,public_policy
0.0008417508417508417,punctuation_moment
0.0008417508417508417,quantum_physic
0.0008417508417508417,corden_cry
0.0008417508417508417,racial_justice
0.0008417508417508417,contingent_upon
0.0008417508417508417,radio_today
0.0008417508417508417,rationality
0.0008417508417508417,deadly_pandemic
0.0008417508417508417,contentment
0.0008417508417508417,real_reason
0.0008417508417508417,financial_service
0.0008417508417508417,imagination
0.0008417508417508417,image
0.0008417508417508417,recent_poll
0.0008417508417508417,recounting_essentially
0.0008417508417508417,fine_word
0.0008417508417508417,psychological_evidence
0.0008417508417508417,protest
0.0008417508417508417,country_germany
0.0008417508417508417,county
0.0008417508417508417,precaution
0.0008417508417508417,daniel_kahneman
0.0008417508417508417,incredibly_misleading
0.0008417508417508417,favor
0.0008417508417508417,pretty_unaware
0.0008417508417508417,prevented_million
0.0008417508417508417,primitive_stage
0.0008417508417508417,principle
0.0008417508417508417,prioritizes_individual
0.0008417508417508417,priority
0.0008417508417508417,play
0.0008417508417508417,privilege
0.0008417508417508417,privileged_white
0.0008417508417508417,prize
0.0008417508417508417,probably_democrat
0.0008417508417508417,impulse
0.0008417508417508417,procedure
0.0008417508417508417,incipient_infection
0.0008417508417508417,orientation
0.0008417508417508417,deliver_document
0.0008417508417508417,mentioned_david
0.0008417508417508417,mass_incarceration
0.0008417508417508417,enjoyable_activities
0.0008417508417508417,engagement
0.0008417508417508417,measure_every
0.0008417508417508417,energies_towards
0.0008417508417508417,media_texting
0.0008417508417508417,encountered_tragedy
0.0008417508417508417,medieval_europe
0.0008417508417508417,emphasis
0.0008417508417508417,empathic_cognition
0.0008417508417508417,managing_nothing
0.0008417508417508417,email
0.0008417508417508417,minute
0.0008417508417508417,involved_volunteer
0.0008417508417508417,investment
0.0008417508417508417,mitigate_pandemic
0.0008417508417508417,mobilizing_action
0.0008417508417508417,model
0.0008417508417508417,election
0.0008417508417508417,efforts_instead
0.0008417508417508417,enormous_uncertainty
0.0008417508417508417,major_constraint
0.0008417508417508417,multiple_perspective
0.0008417508417508417,ethic
0.0008417508417508417,experienced_themselve
0.0008417508417508417,experimenter
0.0008417508417508417,legitimate_concern
0.0008417508417508417,let
0.0008417508417508417,liability
0.0008417508417508417,excessive_role
0.0008417508417508417,lifetime
0.0008417508417508417,evolutionary_origin
0.0008417508417508417,zoom_conference
0.0008417508417508417,essential
0.0008417508417508417,maintaining_long
0.0008417508417508417,judgment
0.0008417508417508417,equally_legitimate
0.0008417508417508417,john_lennon
0.0008417508417508417,expression
0.0008417508417508417,jet_across
0.0008417508417508417,entanglement
0.0008417508417508417,japanese_use
0.0008417508417508417,luxury
0.0008417508417508417,maintain_sense
0.0008417508417508417,introduced_threat
0.0008417508417508417,multiply_force
0.0008417508417508417,planet_needing
0.0008417508417508417,dilemma
0.0008417508417508417,dissatisfaction
0.0008417508417508417,offset_dissociation
0.0008417508417508417,reduced_expression
0.0008417508417508417,outbreak
0.0008417508417508417,pain
0.0008417508417508417,panic
0.0008417508417508417,discourse
0.0008417508417508417,discernment
0.0008417508417508417,innocent_greed
0.0008417508417508417,pathogen
0.0008417508417508417,off_kilter
0.0008417508417508417,payoff
0.0008417508417508417,peak
0.0008417508417508417,digitalization
0.0008417508417508417,perfectly_large
0.0008417508417508417,facts_ignorance
0.0008417508417508417,democracy_require
0.0008417508417508417,piece
0.0008417508417508417,familiarity
0.0008417508417508417,planet
0.0008417508417508417,office
0.0008417508417508417,odd
0.0008417508417508417,muscle
0.0008417508417508417,newfound_understanding
0.0008417508417508417,economy
0.0008417508417508417,economic_wellbeing
0.0008417508417508417,nations_etc
0.0008417508417508417,native_population
0.0008417508417508417,natural_pause
0.0008417508417508417,international_business
0.0008417508417508417,face_mask
0.0008417508417508417,negative_aspect
0.0008417508417508417,nervous_systems
