DoP,Word
0.010165184243964422,each_other
0.009647541311444144,people
0.008499189308096766,community
0.007168547000132296,relationship
0.007078555583928918,family
0.006437847466857006,way
0.005082592121982211,fact
0.004561872559848136,life
0.004477265245468894,workplace
0.004081918340096791,health
0.003961929785158955,example
0.003931932646424495,aspect
0.0038719383689555767,connection
0.0038719383689555767,value
0.0038119440914866584,animal
0.0038119440914866584,help
0.0033266057699111776,impact
0.003296608631176718,friend
0.003296608631176718,inequality
0.0032666114924422597,neighbor
0.0032366143537078,order
0.0032066172149733414,zoom
0.0032066172149733414,end
0.0032066172149733414,past
0.002691281754663401,behavior
0.002601290338460024,event
0.0025712931997255647,importance
0.0025712931997255647,cause
0.0025712931997255647,challenge
0.0025712931997255647,contact
0.0025712931997255647,video
0.0025712931997255647,germ
0.0025412960609911056,pleasure
0.0025412960609911056,business
0.0025412960609911056,meaning
0.0025412960609911056,book
0.0025412960609911056,hour
0.0020559577394156253,effect
0.0019959634619467065,long_term
0.0019959634619467065,experience
0.0019659663232122473,coronavirus
0.0019659663232122473,day
0.0019359691844777884,income
0.0019359691844777884,relative
0.0019059720457433292,hope
0.0019059720457433292,vaccine
0.0019059720457433292,nature
0.0019059720457433292,year_olds
0.0019059720457433292,credit
0.0019059720457433292,gratitude
0.0019059720457433292,worker
0.0019059720457433292,vulnerability
0.0019059720457433292,setting
0.0019059720457433292,wealth
0.0019059720457433292,gain
0.0019059720457433292,flexibility
0.0019059720457433292,advantage
0.0019059720457433292,political_fortune
0.0019059720457433292,response
0.0019059720457433292,age
0.0019059720457433292,preventive_behavior
0.0016306136953090624,work
0.0014806280016367666,crisis
0.0014806280016367666,question
0.0013906365854333895,stress
0.00136063944669893,poverty
0.0013306423079644711,happiness
0.0013306423079644711,benefit
0.001300645169230012,spread
0.001300645169230012,movement
0.001300645169230012,care
0.001300645169230012,colleague
0.001300645169230012,capacity
0.001300645169230012,bit
0.001300645169230012,belief
0.001300645169230012,loved_one
0.001300645169230012,understanding
0.001300645169230012,reason
0.001300645169230012,freedom
0.001300645169230012,learning
0.001300645169230012,domain
0.001300645169230012,skill
0.0012706480304955528,recognition
0.0012706480304955528,joy
0.0012706480304955528,sick_children
0.0012706480304955528,canada
0.0012706480304955528,context
0.0012706480304955528,kid
0.0012706480304955528,habit
0.0012706480304955528,party
0.0012706480304955528,decline
0.0012706480304955528,kin
0.0012706480304955528,external_threat
0.0012706480304955528,insight
0.0012706480304955528,connectedness
0.0012706480304955528,thinking
0.0012706480304955528,bond
0.0012706480304955528,situation
0.0012706480304955528,no_doubt
0.0012706480304955528,club
0.0012706480304955528,own_music
0.0012706480304955528,pathogen
0.0012706480304955528,statistic
0.0012706480304955528,economic_hardship
0.0012706480304955528,george_floyd
0.0012706480304955528,japan
0.0012706480304955528,chaos
0.0012706480304955528,crack
0.0012706480304955528,strengthening
0.0012706480304955528,elementary_level
0.0012706480304955528,stress_buffering
0.0012706480304955528,ecological_vulnerability
0.0012706480304955528,physically_apart
0.0012706480304955528,cultural_norm
0.0012706480304955528,working
0.0012706480304955528,word
0.0012706480304955528,routine
0.0012706480304955528,future
0.0012706480304955528,circumstance
0.0012706480304955528,flu_epidemic
0.0012706480304955528,wave
0.0012706480304955528,matter
0.0012706480304955528,observation
0.0012706480304955528,existence
0.0012706480304955528,increased_awareness
0.0012706480304955528,commuting
0.0012706480304955528,dispositional_cause
0.0012706480304955528,week
0.0012706480304955528,infectious_diseases
0.0012706480304955528,lesson
0.0012706480304955528,appreciation
0.0012706480304955528,consumption
0.0012706480304955528,march
0.0012706480304955528,populism
0.0012706480304955528,scientist
0.0012706480304955528,prediction
0.0012706480304955528,university
0.0012706480304955528,commitment
0.0009952896800612858,sense
0.0008453039863889908,interaction
0.0007553125701856129,class
0.0007553125701856129,result
0.0007553125701856129,ability
0.0007253154314511539,idea
0.0007253154314511539,hand
0.0007253154314511539,wellbeing
0.0007253154314511539,research
0.0006953182927166947,capital
0.0006953182927166947,support
0.0006953182927166947,information
0.0006953182927166947,distancing
0.0006953182927166947,specie
0.0006953182927166947,resilience
0.0006953182927166947,moment
0.0006653211539822356,certainty
0.0006653211539822356,process
0.0006653211539822356,racism
0.0006653211539822356,balance
0.0006653211539822356,solidarity
0.0006653211539822356,network
0.0006653211539822356,chance
0.0006653211539822356,teaching
0.0006653211539822356,pattern
0.0006653211539822356,function
0.0006653211539822356,intervention
0.0006653211539822356,member
0.0006653211539822356,humanity
0.0006653211539822356,wearing_masks
0.0006653211539822356,mind
0.0006653211539822356,realization
0.0006653211539822356,disaster
0.0006353240152477764,per_se
0.0006353240152477764,food
0.0006353240152477764,part_irrespective
0.0006353240152477764,financial_security
0.0006353240152477764,focus
0.0006353240152477764,perfect_storm
0.0006353240152477764,financial_resource
0.0006353240152477764,financial_losse
0.0006353240152477764,fellow_americans
0.0006353240152477764,abandon_whole
0.0006353240152477764,person_trust
0.0006353240152477764,presently_defined
0.0006353240152477764,excruciating_video
0.0006353240152477764,pose
0.0006353240152477764,exacerbates_poverty
0.0006353240152477764,evidence
0.0006353240152477764,established_connection
0.0006353240152477764,practice
0.0006353240152477764,practice_run
0.0006353240152477764,enormous_outpouring
0.0006353240152477764,engagement
0.0006353240152477764,preparation
0.0006353240152477764,preservation
0.0006353240152477764,february
0.0006353240152477764,enact_legislation
0.0006353240152477764,pressure
0.0006353240152477764,employee_protection
0.0006353240152477764,empathy
0.0006353240152477764,emotion
0.0006353240152477764,price
0.0006353240152477764,emergent_friendship
0.0006353240152477764,priorities_relatedly
0.0006353240152477764,priority
